time,open,high,low,close
2005-11-23T09:00:00+07:00,472.79001,473.01999,464.88,469.01999
2005-11-24T09:00:00+07:00,469.10001,469.57999,465.51999,468.85001
2005-11-25T09:00:00+07:00,468.20001,469.28,467.26999,469.04999
2005-11-28T09:00:00+07:00,469.26001,469.51001,465.32001,466.69
2005-11-29T09:00:00+07:00,466.69,470.51001,464.95999,469.70001
2005-11-30T09:00:00+07:00,470.13,470.13,465.92001,467.28
2005-12-01T09:00:00+07:00,466.54999,466.54999,462.04001,462.89001
2005-12-02T09:00:00+07:00,465.07001,466.75,459.39001,461.91
2005-12-06T09:00:00+07:00,461.91,477,461.91,477
2005-12-07T09:00:00+07:00,477.14999,489.84,477.14999,489.84
2005-12-08T09:00:00+07:00,488.88,488.88,482.72,488.20999
2005-12-09T09:00:00+07:00,488.76001,493.47,486.59,492.35999
2005-12-13T09:00:00+07:00,494.44,495.64001,488.75,488.75
2005-12-14T09:00:00+07:00,488.75,491.22,486.69,489.5
2005-12-15T09:00:00+07:00,491.03,491.64999,485.98001,486.26001
2005-12-16T09:00:00+07:00,486.73001,486.73001,482.67001,486.56
2005-12-19T09:00:00+07:00,485.67001,487.94,483.88,486.04999
2005-12-20T09:00:00+07:00,485.29001,492.57001,484.98001,492.57001
2005-12-21T09:00:00+07:00,494.29999,495.25,491.32001,492.04001
2005-12-22T09:00:00+07:00,491.53,493.10001,489.64999,490.35999
2005-12-23T09:00:00+07:00,491.67999,494.25,490.51999,491.73999
2005-12-26T09:00:00+07:00,492.48999,494.84,491.32999,494.23001
2005-12-27T09:00:00+07:00,495.45999,498.92999,494.63,498.32999
2005-12-28T09:00:00+07:00,498.66,498.79001,494.23999,496.54001
2005-12-29T09:00:00+07:00,496.88,502.75,496.63,500.20001
2005-12-30T09:00:00+07:00,501.79999,503.37,499.63,502.85001
2006-01-03T09:00:00+07:00,501.79999,511.23999,499.63,511.23999
2006-01-04T09:00:00+07:00,516.90997,527.45001,516.90997,525.72998
2006-01-05T09:00:00+07:00,531.31,533.45001,523.34998,524.32001
2006-01-06T09:00:00+07:00,526.26001,528.62,519.79999,528.20001
2006-01-09T09:00:00+07:00,529.46002,541.27002,529.46002,541.27002
2006-01-10T09:00:00+07:00,543.62,544.96002,537.19,538.42999
2006-01-11T09:00:00+07:00,538.06,539.65002,530.40002,539.65002
2006-01-12T09:00:00+07:00,539.25,539.25,526.48999,530.72998
2006-01-13T09:00:00+07:00,531.26001,535.57001,528.88,531.12
2006-01-16T09:00:00+07:00,531.12,531.12,522.66998,530.02002
2006-01-17T09:00:00+07:00,531.5,532.59998,525.90002,529.59998
2006-01-18T09:00:00+07:00,528.96002,528.96002,517.5,518.84003
2006-01-19T09:00:00+07:00,520.27002,525.54999,519.13,524.34998
2006-01-20T09:00:00+07:00,528.01001,530.33002,525.64001,526.40002
2006-01-23T09:00:00+07:00,522.75,528.98999,521.66998,528.98999
2006-01-24T09:00:00+07:00,526.15002,529.41998,524.84003,524.96997
2006-01-25T09:00:00+07:00,528.28003,540.04999,528.23999,538.77002
2006-01-26T09:00:00+07:00,540.62,544.01001,537.34003,537.34003
2006-01-27T09:00:00+07:00,540.65997,540.65997,535.63,537.73999
2006-01-30T09:00:00+07:00,540.03998,540.03998,533.39001,534.5
2006-01-31T09:00:00+07:00,536.96002,540.32001,536.16998,540.02002
2006-02-01T09:00:00+07:00,541.09998,541.34003,536.92999,539.34998
2006-02-02T09:00:00+07:00,536.40002,536.40002,526.16998,528.52002
2006-02-03T09:00:00+07:00,524.84003,532.91998,522.83002,528.62
2006-02-06T09:00:00+07:00,529.94,531.07001,519.19,526.08002
2006-02-07T09:00:00+07:00,526.06,526.84998,522.84998,524.59003
2006-02-08T09:00:00+07:00,524.59003,524.69,516.96002,516.96002
2006-02-09T09:00:00+07:00,517.51001,518,511.45999,516.09003
2006-02-10T09:00:00+07:00,517.23999,520.96997,517.13,519.76001
2006-02-14T09:00:00+07:00,515.58002,515.58002,508.32999,511.73001
2006-02-15T09:00:00+07:00,510.56,513.73999,509.13,509.48001
2006-02-16T09:00:00+07:00,510.04001,518.27002,507.54999,516.38
2006-02-17T09:00:00+07:00,519.07001,521.20001,516.70001,520.10999
2006-02-20T09:00:00+07:00,516.79999,518.5,512.03998,518.42999
2006-02-21T09:00:00+07:00,517.07001,519.33002,512.51001,512.51001
2006-02-22T09:00:00+07:00,512.46002,516.15002,511.81,512.87
2006-02-23T09:00:00+07:00,514.23999,517.71002,512.96002,515.66998
2006-02-24T09:00:00+07:00,515.84998,522.40997,515.46997,522.40997
2006-02-27T09:00:00+07:00,523.14001,532.06,518.46997,531.41998
2006-02-28T09:00:00+07:00,526.42999,529.41998,523.88,524.62
2006-03-01T09:00:00+07:00,521.04999,530.96002,521.04999,528.09998
2006-03-02T09:00:00+07:00,531.57001,534.34003,530.60999,531.46997
2006-03-03T09:00:00+07:00,533.59998,536.07001,531.35999,532.54999
2006-03-06T09:00:00+07:00,532.54999,533.14001,529.77002,530.28003
2006-03-07T09:00:00+07:00,529.20001,529.96997,519.44,520.03998
2006-03-08T09:00:00+07:00,515.96002,515.96002,507.67999,507.81
2006-03-09T09:00:00+07:00,507.73999,515.09998,505.01999,512.53003
2006-03-10T09:00:00+07:00,512.53998,513.65997,511,511.67999
2006-03-13T09:00:00+07:00,511.67999,515.02002,510.12,514.89001
2006-03-14T09:00:00+07:00,513.53998,519.71997,513.09003,519.65002
2006-03-15T09:00:00+07:00,518.26001,520.5,516.92999,520.5
2006-03-16T09:00:00+07:00,522.79999,523.04999,518.70001,519.44
2006-03-17T09:00:00+07:00,519.70001,521.35999,515.65997,519.03003
2006-03-20T09:00:00+07:00,518,518.15002,512.78003,513.01001
2006-03-21T09:00:00+07:00,511.39999,514.28998,510.57001,510.57001
2006-03-22T09:00:00+07:00,510.23001,512.25,504.17001,504.17001
2006-03-23T09:00:00+07:00,505.73999,509.73999,505.57999,508.67001
2006-03-24T09:00:00+07:00,509.42999,511.94,506.84,509.42999
2006-03-27T09:00:00+07:00,509.04001,511.41,508.76999,511.14001
2006-03-28T09:00:00+07:00,510.85001,511.06,507.10001,507.10001
2006-03-29T09:00:00+07:00,507.10001,509.47,502.20001,503.29001
2006-03-30T09:00:00+07:00,504.66,507.03,501.87,507.03
2006-03-31T09:00:00+07:00,507.17001,511.17999,506.98999,509.12
2006-04-03T09:00:00+07:00,509.84,512.64001,504.92001,512.64001
2006-04-04T09:00:00+07:00,512.34998,522.40997,510.69,518.57001
2006-04-05T09:00:00+07:00,521,541.22998,521,536.94
2006-04-07T09:00:00+07:00,539.84998,540.77002,535.28998,539.71002
2006-04-10T09:00:00+07:00,537.59998,537.59998,528.56,528.56
2006-04-11T09:00:00+07:00,528.64001,530.20001,524.38,527.79999
2006-04-12T09:00:00+07:00,527.59998,528.89001,521.79999,525.22998
2006-04-17T09:00:00+07:00,526.81,529.72998,526.54999,529.07001
2006-04-18T09:00:00+07:00,530.76001,536.39001,530.72998,533.28998
2006-04-20T09:00:00+07:00,536.89001,542.03003,536.89001,541.69
2006-04-24T09:00:00+07:00,538.58002,538.58002,530.21002,532.71002
2006-04-25T09:00:00+07:00,533.12,539.40002,533.12,538.07001
2006-04-26T09:00:00+07:00,541.92999,541.92999,536.04999,536.63
2006-04-27T09:00:00+07:00,533.77002,534.88,531.84998,533.85999
2006-05-02T09:00:00+07:00,538.12,539.40002,536.75,539.40002
2006-05-03T09:00:00+07:00,539.21997,539.21997,532.62,533.78998
2006-05-08T09:00:00+07:00,545.03998,547.95001,542.26001,547.53003
2006-05-09T09:00:00+07:00,548.23999,549.09003,544.94,546.14001
2006-05-10T09:00:00+07:00,547.15002,547.92999,543.42999,544.67999
2006-05-15T09:00:00+07:00,529.14001,530.88,520.23999,528.21002
2006-05-16T09:00:00+07:00,528.21002,531.01001,526.56,528.10999
2006-05-17T09:00:00+07:00,524.84003,524.84003,514.44,518.19
2006-05-18T09:00:00+07:00,512.82001,518.97998,512.60999,516.23999
2006-05-22T09:00:00+07:00,500.01999,505.59,497.75,504.03
2006-05-23T09:00:00+07:00,507.20999,508.47,493.35001,495.07999
2006-05-24T09:00:00+07:00,493.34,493.34,482.73999,482.89001
2006-05-25T09:00:00+07:00,492.69,496.69,490.85001,495.92999
2006-05-29T09:00:00+07:00,499.25,499.25,493.16,494.09
2006-05-30T09:00:00+07:00,491.14001,492.51999,483.47,492.51999
2006-05-31T09:00:00+07:00,494.60999,494.73001,490.75,491.22
2006-06-01T09:00:00+07:00,493.97,502.47,493.97,502.47
2006-06-05T09:00:00+07:00,495.29001,495.29001,485.29999,486.82999
2006-06-06T09:00:00+07:00,483.31,483.31,473.91,476.06
2006-06-07T09:00:00+07:00,472.29001,473.10001,464.28,466.92999
2006-06-08T09:00:00+07:00,469.26001,471.51999,462.06,462.23001
2006-06-13T09:00:00+07:00,450.69,450.69,442.44,444.26999
2006-06-14T09:00:00+07:00,450.01001,452.82001,439.70999,446.22
2006-06-15T09:00:00+07:00,459.14999,463.66,457.63,460
2006-06-19T09:00:00+07:00,450.23999,450.54999,444.01001,446.06
2006-06-20T09:00:00+07:00,447.38,449.95999,446.12,448.17001
2006-06-21T09:00:00+07:00,454.03,457.39999,453.25,455.89999
2006-06-22T09:00:00+07:00,451.98001,456.01001,450.82999,456.01001
2006-06-26T09:00:00+07:00,458.70001,462.47,454.51001,456.51001
2006-06-27T09:00:00+07:00,453.04999,462.47,452.10999,462.26999
2006-06-28T09:00:00+07:00,463.85999,467.78,463.85999,465.73999
2006-06-29T09:00:00+07:00,473.01001,476.45001,471.54001,471.54001
2006-07-03T09:00:00+07:00,479.01999,485.29999,479.01999,485.19
2006-07-04T09:00:00+07:00,482.98999,483.48001,473.26001,473.51001
2006-07-05T09:00:00+07:00,470.67999,479.39001,470.63,479.39001
2006-07-06T09:00:00+07:00,482.03,482.03,474.66,476.69
2006-07-12T09:00:00+07:00,477.91,477.91,469.39999,469.70999
2006-07-13T09:00:00+07:00,462.89999,465.56,457.39999,459.22
2006-07-17T09:00:00+07:00,454.95999,459.95999,454.95999,458.85001
2006-07-18T09:00:00+07:00,458.85001,462.35999,457.17999,459.37
2006-07-19T09:00:00+07:00,467.45001,468.84,464.87,465.70001
2006-07-20T09:00:00+07:00,465.42999,479.03,462.57001,477.20001
2006-07-24T09:00:00+07:00,480.79999,481.98999,477.07001,478.76999
2006-07-25T09:00:00+07:00,480.14999,482.54999,477.69,481.64999
2006-07-26T09:00:00+07:00,483.64999,488.23999,482.35001,486.06
2006-07-27T09:00:00+07:00,488.42999,489.81,482.41,483.04001
2006-07-31T09:00:00+07:00,484.69,485.07999,476.35001,478.85001
2006-08-01T09:00:00+07:00,478.41,484.66,477.92001,484.64999
2006-08-02T09:00:00+07:00,484.64999,493.73999,484.64999,491.70999
2006-08-03T09:00:00+07:00,491.70999,494.14999,489.03,492.23001
2006-08-07T09:00:00+07:00,497.16,500.62,496.98001,500.13
2006-08-08T09:00:00+07:00,499.39999,500.92999,495.39001,496.89999
2006-08-09T09:00:00+07:00,497.47,497.48999,488.07001,488.48001
2006-08-10T09:00:00+07:00,490.54001,497.35001,490.54001,497.14001
2006-08-15T09:00:00+07:00,500.23001,503.19,499.22,500.75
2006-08-16T09:00:00+07:00,502.47,502.47,496.84,497.98001
2006-08-17T09:00:00+07:00,496.97,499.98001,496,496.69
2006-08-21T09:00:00+07:00,495.29001,497.22,493.57999,495.97
2006-08-22T09:00:00+07:00,495.97,495.97,489.29001,489.73999
2006-08-23T09:00:00+07:00,487.03,487.03,481.91,484.82001
2006-08-24T09:00:00+07:00,482.51001,486.32001,481.98999,482.17999
2006-08-28T09:00:00+07:00,477.72,480.94,477.72,479.82999
2006-08-29T09:00:00+07:00,479.91,480.23999,475.89999,478.09
2006-08-30T09:00:00+07:00,480.37,484.53,479.67999,482.42999
2006-08-31T09:00:00+07:00,481.95999,489.51999,481.57001,487.97
2006-09-04T09:00:00+07:00,491.48001,494.16,490.16,491.10999
2006-09-05T09:00:00+07:00,491.82001,493.45999,490.45999,492.51999
2006-09-06T09:00:00+07:00,491.82001,493.45999,490.45999,492.51999
2006-09-07T09:00:00+07:00,485.60001,485.70001,482.35999,484.32001
2006-09-08T09:00:00+07:00,482.82999,483.69,475.76999,483.35999
2006-09-11T09:00:00+07:00,483.14001,483.31,477.76001,477.76001
2006-09-12T09:00:00+07:00,478.29001,480.89001,475.51001,478.45001
2006-09-13T09:00:00+07:00,480.41,488.98001,480.38,487.10001
2006-09-14T09:00:00+07:00,490.81,495.48999,490.45999,490.45999
2006-09-15T09:00:00+07:00,490.88,492.98999,489.32001,489.60999
2006-09-18T09:00:00+07:00,488.81,494.26001,485.04999,494.26001
2006-09-19T09:00:00+07:00,494.51999,496.48001,491.70001,491.70001
2006-09-21T09:00:00+07:00,491.31,493.23001,472.60999,487.04001
2006-09-22T09:00:00+07:00,487.23999,488.39001,474.14999,480.07001
2006-09-25T09:00:00+07:00,478.34,483.95999,478.31,483.34
2006-09-26T09:00:00+07:00,484.95001,486.01999,481.19,484.32999
2006-09-27T09:00:00+07:00,485.17001,489,485.17001,487.29001
2006-09-28T09:00:00+07:00,487.29001,490.56,483,483.09
2006-09-29T09:00:00+07:00,484.17001,484.84,480.29999,480.29999
2006-10-02T09:00:00+07:00,481.70999,482.19,476.72,479.17999
2006-10-03T09:00:00+07:00,477.20999,480.13,475.87,476.70001
2006-10-04T09:00:00+07:00,475.01001,481.10001,474.09,481.10001
2006-10-05T09:00:00+07:00,484.37,487.69,482.85001,487.19
2006-10-06T09:00:00+07:00,487.82001,488.35001,484.26999,486.23999
2006-10-09T09:00:00+07:00,486.95001,487.04999,482.20001,484.42001
2006-10-10T09:00:00+07:00,485.91,489.87,485.91,489.87
2006-10-11T09:00:00+07:00,489.51999,490.37,487.28,488.01001
2006-10-12T09:00:00+07:00,488.45999,496.38,488.45001,495.73999
2006-10-13T09:00:00+07:00,497.89001,500.34,495.95001,497.35001
2006-10-16T09:00:00+07:00,500.42001,502.92001,499.79001,502.04999
2006-10-17T09:00:00+07:00,500.47,501.92001,496.17999,496.20999
2006-10-18T09:00:00+07:00,495.35001,502.76001,495.35001,502.76001
2006-10-19T09:00:00+07:00,504.44,506.70001,503.26001,504.47
2006-10-20T09:00:00+07:00,506.85999,509.54999,506.23001,508.29001
2006-10-24T09:00:00+07:00,508.73999,511.29001,507.41,511.29001
2006-10-25T09:00:00+07:00,511.26999,514.62,509.98999,513.66998
2006-10-26T09:00:00+07:00,515.44,518.45001,510.64001,510.64001
2006-10-27T09:00:00+07:00,510.64001,511.09,506.85999,508.64001
2006-10-30T09:00:00+07:00,507.16,507.16,501.95001,502.07001
2006-10-31T09:00:00+07:00,502.60001,507.04001,501.82999,504.54999
2006-11-01T09:00:00+07:00,505.01001,512.21997,505.01001,511.42001
2006-11-02T09:00:00+07:00,511.92999,512.06,509.01999,509.70999
2006-11-03T09:00:00+07:00,510.17001,512.5,508.53,512.03003
2006-11-06T09:00:00+07:00,512.06,515.03003,511.34,513.78003
2006-11-07T09:00:00+07:00,517.92999,520.71997,517.15002,517.47998
2006-11-08T09:00:00+07:00,518.22998,519.59003,514.60999,517.26001
2006-11-09T09:00:00+07:00,518.04999,523.20001,518.04999,521.32001
2006-11-10T09:00:00+07:00,523.38,524.09003,517.19,518.84003
2006-11-13T09:00:00+07:00,518.44,519.60999,516.46002,516.46002
2006-11-15T09:00:00+07:00,513.09998,515.25,510.06,513.31
2006-11-16T09:00:00+07:00,514.78003,514.78003,510.25,512.17999
2006-11-17T09:00:00+07:00,511.28,512.73999,509.07001,512.39001
2006-11-20T09:00:00+07:00,512.46002,512.78998,503.54999,506.04001
2006-11-21T09:00:00+07:00,506.04001,507.85001,503.22,504.23001
2006-11-22T09:00:00+07:00,505.92999,509.63,505.84,508
2006-11-23T09:00:00+07:00,507.73001,508.67001,505.10999,507.35001
2006-11-24T09:00:00+07:00,507.03,507.03,501.5,503.06
2006-11-27T09:00:00+07:00,503.39999,512.46997,503.39999,512.46997
2006-11-28T09:00:00+07:00,512.37,512.37,506.59,506.59
2006-11-29T09:00:00+07:00,509.07999,514.23999,508.35001,514.02002
2006-11-30T09:00:00+07:00,515.06,519.71002,515.06,515.92999
2006-12-01T09:00:00+07:00,518.45001,520.09003,516.16998,518.81
2006-12-04T09:00:00+07:00,519.91998,519.96997,515.91998,519.96997
2006-12-06T09:00:00+07:00,520.28003,523.72998,519.22998,522.73999
2006-12-07T09:00:00+07:00,522.20001,524.72998,520.83002,522.03003
2006-12-08T09:00:00+07:00,522.12,522.12,516.21997,517.95001
2006-12-12T09:00:00+07:00,518.44,518.85999,514.25,516.03998
2006-12-13T09:00:00+07:00,516.33002,516.69,513.19,513.56
2006-12-14T09:00:00+07:00,513.56,516.64001,510.48999,513.40997
2006-12-15T09:00:00+07:00,517.45001,517.45001,512.01001,516.67999
2006-12-18T09:00:00+07:00,516.67999,517.90997,510.37,512
2006-12-19T09:00:00+07:00,504.29999,504.29999,405.59,430.95999
2006-12-20T09:00:00+07:00,443.85999,483.14999,443.85999,483.14999
2006-12-21T09:00:00+07:00,482.31,482.31,466.75,470.16
2006-12-22T09:00:00+07:00,468.85001,473.78,466.07999,473.78
2006-12-25T09:00:00+07:00,473.67999,476.54999,470.97,476.54999
2006-12-26T09:00:00+07:00,476.39999,480.17001,476.14999,480.17001
2006-12-27T09:00:00+07:00,479.97,481.69,479.10001,479.54999
2006-12-28T09:00:00+07:00,480.10999,480.97,471.38,474.54001
2006-12-29T09:00:00+07:00,474.79001,475.13,468.73001,473.26999
2007-01-03T09:00:00+07:00,471.92001,471.92001,453.92001,458.98999
2007-01-04T09:00:00+07:00,458.09,459.63,450.76001,450.76001
2007-01-05T09:00:00+07:00,447.47,447.47,435.39999,436.5
2007-01-08T09:00:00+07:00,434.20001,445.64001,431.01001,441.17001
2007-01-09T09:00:00+07:00,441.17001,443.32999,428.03,428.73001
2007-01-10T09:00:00+07:00,423.07999,433.84,421.81,433.84
2007-01-11T09:00:00+07:00,436.73999,448,436.73999,445.87
